,True,Predicted
10406,87.5,87.05146
10410,87.19999695,86.87062
10411,87.30000305,86.878784
10413,87.69999695,87.313
10419,86.5,85.92467
10421,86.19999695,86.08855
10423,86.19999695,85.85997
10425,86.59999847,86.10426
10428,86.69999695,86.41934
10429,86.80000305,86.378654
10430,86.90000153,86.79413
10433,86.90000153,86.45781
10441,87.90000153,87.45627
10443,86.90000153,85.98534
10444,86.19999695,85.75026
10445,85.59999847,85.51395
10447,85.40000153,85.27934
10448,86.0,85.58892
10449,85.40000153,85.44925
10453,86.30000305,86.10855
10454,86.30000305,85.84233
10456,86.19999695,86.19028
10457,86.40000153,86.02551
10458,86.40000153,86.35471
10461,86.40000153,86.35608
10465,87.40000153,86.871
10466,86.90000153,86.34034
10474,86.80000305,86.22992
10475,86.09999847,86.243164
10480,85.69999695,85.29625
10481,85.59999847,85.47124
10483,85.5,85.82028
10484,85.90000153,86.074615
10485,85.542239,85.699104
10487,85.542239,85.68427
10488,85.542239,85.72214
10497,85.59999847,85.63808
10499,85.80000305,85.70706
10500,85.19999695,85.258514
10501,85.19999695,85.21945
10502,85.09999847,85.15997
10504,85.0,85.287125
10512,85.59999847,85.739914
10513,85.80000305,85.69474
10525,83.90000153,84.312225
10527,84.30000305,84.00798
10530,84.30000305,84.165085
10532,84.09999847,84.23007
10535,84.09999847,83.93654
10541,85.69999695,85.27889
10548,84.0,84.05527
10556,84.59999847,84.73277
10558,84.69999695,85.19967
10560,85.19999695,85.2402
10563,84.5,84.31049
10564,84.40000153,84.245224
10567,85.542239,85.607025
10568,85.542239,85.45226
10572,86.59999847,85.98766
10578,84.59999847,84.59734
10581,85.09999847,85.286865
10583,85.30000305,84.97107
10584,85.5,85.23343
10588,85.30000305,84.737564
10592,84.19999695,83.987274
10597,84.80000305,84.80932
10599,85.09999847,85.21997
10600,85.09999847,85.24307
10603,85.19999695,85.410324
10606,85.5,85.25104
10617,86.30000305,86.1091
10619,86.0,85.63935
10620,86.0,86.11616
10623,86.0,85.8392
10626,85.80000305,85.73349
10631,86.0,85.95631
10632,86.40000153,86.3728
10634,86.80000305,86.572845
10636,86.90000153,86.92335
10638,87.09999847,86.85841
10639,87.40000153,87.26468
10640,87.59999847,86.99117
10645,85.80000305,85.52201
10647,85.90000153,85.85657
10650,86.0,85.80324
10655,85.69999695,85.15228
10659,85.59999847,85.11349
10661,85.5,85.23719
10662,85.69999695,85.46272
10663,85.40000153,85.33316
10667,86.80000305,86.79878
10681,85.5,85.35448
10685,85.69999695,85.30078
10686,85.5,85.43388
10687,85.09999847,84.88919
10689,85.0,84.88861
10691,85.09999847,84.85906
10695,84.69999695,84.49533
10698,85.0,85.28922
10699,85.30000305,85.032555
10703,85.09999847,85.02698
10704,85.09999847,85.29263
10712,85.542239,85.50443
10716,88.80000305,88.184814
10717,87.90000153,87.36154
10722,86.69999695,86.62407
10727,86.59999847,86.589935
10728,86.59999847,86.21805
10729,86.19999695,86.12733
10731,86.59999847,86.590164
10733,87.0,87.082565
10735,87.0,86.75374
10737,87.5,86.97792
10738,87.40000153,87.42001
10744,87.40000153,86.97212
10754,86.09999847,85.71785
10757,85.80000305,85.833305
10760,86.0,85.92789
10766,86.0,85.35607
10768,85.59999847,85.741806
10779,85.80000305,85.815155
10781,85.90000153,86.12986
10785,85.90000153,85.98467
10787,86.0,85.67275
10792,86.19999695,86.09944
10796,86.5,86.37456
10799,86.80000305,86.21704
10801,86.69999695,86.36255
10806,86.59999847,86.29577
10813,86.69999695,86.42049
10817,86.59999847,86.49363
10819,87.0,86.714355
10825,87.09999847,86.530975
10826,86.30000305,86.06623
10828,86.19999695,86.50177
10831,85.69999695,85.26984
10832,85.30000305,85.416245
10835,87.90000153,87.28431
10838,85.69999695,85.58206
10848,85.09999847,85.03729
10853,85.09999847,85.57982
10856,85.5,85.60397
10859,85.19999695,85.148224
10862,85.30000305,85.24036
10865,85.59999847,85.5737
10866,85.40000153,85.32579
10868,84.80000305,84.4086
10871,85.542239,85.61705
10873,85.542239,85.07779
10876,85.542239,85.53379
10877,85.542239,85.49482
10878,85.542239,85.46511
10879,85.542239,85.479774
10882,85.09999847,85.02211
10894,84.80000305,84.928894
10903,87.80000305,87.672226
10904,87.80000305,87.570145
10906,87.90000153,87.758575
10912,87.69999695,87.444046
10914,86.5,86.525986
10915,86.40000153,85.98072
10918,86.90000153,86.8851
10920,86.40000153,86.70741
10924,86.40000153,86.2613
10937,85.80000305,85.43925
10940,86.19999695,86.00281
10942,86.19999695,86.12787
10947,85.59999847,85.32764
10949,85.40000153,85.471054
10955,85.69999695,85.569595
10958,85.69999695,85.722
10959,85.80000305,85.494446
10960,85.90000153,85.888176
10965,86.19999695,85.77464
10966,86.09999847,86.32198
10968,86.09999847,86.09241
10977,84.5,84.45998
10978,84.30000305,84.13966
10983,84.09999847,84.71055
10989,84.5,84.317375
10990,84.40000153,84.53265
10992,84.69999695,84.69257
10993,84.90000153,84.87909
10994,85.0,84.92244
10998,85.19999695,85.47588
11000,83.80000305,83.46463
11003,85.40000153,85.37132
11005,85.80000305,85.76846
11007,85.5,85.49461
11009,85.19999695,85.33097
11011,85.5,85.288795
11015,85.5,85.47713
11017,85.59999847,86.05568
11018,86.09999847,85.72795
11024,85.30000305,85.31412
11026,85.90000153,85.632904
11033,85.69999695,85.64984
11040,85.542239,85.64069
11042,86.19999695,85.69498
11051,88.09999847,87.97541
11052,88.59999847,88.1232
11059,87.90000153,87.45951
11062,88.0,87.579094
11066,87.90000153,87.35411
11068,87.69999695,87.45247
11075,88.09999847,87.90027
11080,87.80000305,87.43413
11085,87.69999695,87.17514
11088,87.59999847,87.41623
11091,87.5,87.55899
11095,87.80000305,87.414856
11096,87.80000305,87.53554
11098,87.69999695,87.355354
11100,87.69999695,87.49902
11101,87.90000153,87.52101
11109,88.40000153,87.87065
11111,88.09999847,87.81883
11116,88.19999695,87.884415
11118,87.19999695,87.082275
11120,84.40000153,84.88675
11121,85.40000153,85.46539
11122,86.0,85.75337
11126,86.19999695,86.0388
11128,86.19999695,86.256485
11129,86.19999695,86.01709
11133,86.19999695,86.37602
11136,86.30000305,86.20697
11140,85.30000305,85.34333
11142,85.69999695,85.34647
11148,86.30000305,85.738434
11151,85.5,85.65027
11152,85.59999847,85.5408
11155,86.59999847,86.388794
11157,86.90000153,86.8703
11161,87.09999847,86.79039
11165,86.30000305,85.82032
11173,86.69999695,86.25023
11175,86.59999847,86.53235
11178,86.69999695,86.60864
11184,86.80000305,86.886185
11187,87.19999695,86.517006
11190,86.90000153,86.65379
11191,86.09999847,85.88673
11192,85.542239,85.465866
11199,87.5,87.26562
11206,88.90000153,88.6503
11207,89.30000305,88.90422
11208,88.80000305,88.301346
11211,88.19999695,88.28175
11218,88.19999695,87.86494
11224,88.5,88.460434
11230,87.30000305,87.27366
11231,87.5,87.25842
11240,87.40000153,87.083466
11241,87.19999695,87.305664
11242,87.40000153,87.34042
11243,87.59999847,87.032974
11248,87.09999847,86.77931
11250,86.90000153,86.92489
11251,87.09999847,86.916725
11254,87.30000305,87.26818
11259,87.19999695,86.76694
11264,88.19999695,88.04394
11266,88.5,88.2406
11270,89.69999695,89.061035
11272,89.59999847,89.05724
11276,87.40000153,86.67499
11280,87.69999695,87.423996
11283,87.40000153,87.015884
11286,85.90000153,85.579185
11287,85.80000305,85.64512
11293,86.5,86.385254
11299,87.19999695,86.786194
11302,87.19999695,87.18349
11305,87.40000153,87.41397
11306,87.30000305,87.24667
11307,87.30000305,87.34562
11308,87.0,86.65144
11311,87.0,86.88599
11317,84.69999695,84.832344
11319,84.90000153,84.577194
11320,84.59999847,85.03819
11325,83.80000305,84.041245
11333,86.40000153,86.29289
11336,86.40000153,86.39453
11343,84.90000153,84.659584
11351,86.69999695,86.28133
11352,86.40000153,86.24167
11353,86.5,86.2448
11357,86.19999695,86.11847
11358,86.09999847,85.654854
11367,85.69999695,86.1847
11370,86.19999695,85.7959
11372,86.0,86.01437
11373,85.80000305,85.60828
11374,86.09999847,85.742424
11380,86.59999847,86.16237
11383,86.30000305,85.85206
11386,86.40000153,86.08563
11387,86.30000305,86.270966
11388,86.59999847,86.486565
11392,86.40000153,86.07856
11394,86.40000153,86.39657
11400,85.5,85.02028
11413,86.80000305,86.421585
11414,86.5,86.10373
11416,86.80000305,86.763336
11418,86.80000305,86.81732
11422,86.69999695,86.329994
11423,87.30000305,87.383514
11428,86.69999695,87.15201
11431,86.90000153,86.45128
11433,86.69999695,86.455
11437,86.69999695,86.59787
11439,86.80000305,86.68666
11441,86.90000153,86.992615
11442,87.09999847,86.68917
11448,87.0,86.587906
11449,86.5,86.640015
11456,86.80000305,86.60207
11457,86.19999695,85.761
11458,86.19999695,86.058556
11459,85.5,85.52839
11460,85.69999695,85.50572
11466,85.542239,85.72065
11469,85.542239,85.55414
11482,87.19999695,87.270615
11485,87.59999847,87.300064
11486,87.90000153,88.18819
11489,88.5,88.0618
11490,88.09999847,88.20827
11491,88.09999847,87.89526
11493,87.80000305,87.745605
11507,87.90000153,87.79651
11509,87.69999695,87.36654
11514,87.80000305,87.312416
11516,87.5,87.56106
11517,87.30000305,87.31981
11524,87.19999695,86.96646
11526,87.0,86.60443
11528,83.90000153,82.223175
11531,87.69999695,87.686966
11533,88.59999847,88.66792
11534,88.90000153,88.80235
11536,88.90000153,88.78342
11537,88.59999847,88.616806
11539,88.19999695,87.768745
11542,88.0,87.46327
11543,87.80000305,87.70411
11545,87.0,86.449234
11547,87.09999847,87.21077
11549,86.80000305,86.8833
11551,87.59999847,87.50805
11555,87.30000305,87.424194
11556,87.30000305,87.07886
11557,87.40000153,87.527466
11562,87.59999847,87.23709
11563,87.5,87.495094
11564,88.0,87.64262
11565,87.69999695,87.36224
11568,87.19999695,87.00912
11569,87.30000305,87.28603
11570,87.09999847,87.083115
11575,86.5,86.39713
11577,86.40000153,86.30841
11583,87.0,87.16481
11585,87.59999847,87.43352
11590,86.09999847,86.160324
11591,86.5,86.302765
11593,86.59999847,86.79567
11598,84.69999695,84.57319
11599,84.69999695,84.45394
11601,84.40000153,84.25314
11605,84.09999847,84.11638
11608,84.19999695,84.43288
11615,83.69999695,83.846565
11617,84.09999847,84.33587
11627,85.542239,85.437775
11629,85.542239,85.52585
11631,85.542239,85.57885
11633,85.542239,85.678505
11637,88.59999847,88.391266
11638,88.59999847,88.2334
11640,88.40000153,88.15686
11645,87.80000305,87.60984
11646,87.90000153,87.54546
11647,87.80000305,87.705376
11651,86.90000153,86.719025
11652,86.90000153,86.492836
11660,87.0,87.44155
11663,87.30000305,87.06453
11667,87.19999695,86.83531
11668,87.0,87.006256
11671,87.09999847,86.42736
11674,87.0,86.5065
11676,86.90000153,86.76326
11683,87.40000153,87.14396
11684,87.5,87.19848
11685,87.5,87.366135
11687,87.40000153,86.88562
11688,86.40000153,86.295616
11691,86.80000305,86.22386
11693,86.80000305,86.164085
11694,86.90000153,86.454704
11699,87.19999695,86.9099
11708,87.09999847,86.66963
11710,87.30000305,86.91263
11712,87.40000153,87.237
11722,87.09999847,86.85013
11723,87.09999847,86.674835
11729,86.0,85.77651
11730,85.59999847,85.6031
11732,85.5,85.39797
11737,85.90000153,85.54996
11741,85.19999695,85.17265
11743,85.40000153,85.32281
11748,85.40000153,85.48266
11749,85.5,85.2059
11752,87.0,87.26168
11753,86.90000153,86.39152
11763,86.80000305,86.33432
11766,87.0,86.6622
11770,87.40000153,87.23961
11776,86.5,85.79561
11781,86.80000305,86.19256
